Jam,Menit,Hari_Jumat,Hari_Kamis,Hari_Minggu,Hari_Rabu,Hari_Sabtu,Hari_Selasa,Hari_Senin,Motor,Mobil,Bus,Truk,Total_Kendaraan,Label_S1,Label_S2
7,30,0,1,0,0,0,0,0,411,72,3,0,486,Rendah,Rendah
7,40,0,1,0,0,0,0,0,297,60,2,2,361,Rendah,Rendah
7,50,0,1,0,0,0,0,0,309,89,8,1,407,Rendah,Rendah
7,60,0,1,0,0,0,0,0,345,71,8,2,426,Rendah,Rendah
8,10,0,1,0,0,0,0,0,322,79,7,2,410,Rendah,Rendah
8,20,0,1,0,0,0,0,0,314,94,6,1,415,Rendah,Rendah
8,30,0,1,0,0,0,0,0,400,108,9,3,520,Rendah,Rendah
8,40,0,1,0,0,0,0,0,389,106,9,3,507,Sedang,Sedang
8,50,0,1,0,0,0,0,0,417,104,5,4,530,Rendah,Rendah
8,60,0,1,0,0,0,0,0,440,108,7,4,559,Rendah,Rendah
15,10,0,1,0,0,0,0,0,435,197,8,3,643,Rendah,Rendah
15,20,0,1,0,0,0,0,0,524,212,15,1,752,Rendah,Rendah
15,30,0,1,0,0,0,0,0,507,204,6,2,719,Rendah,Rendah
15,40,0,1,0,0,0,0,0,502,180,9,2,693,Rendah,Rendah
15,50,0,1,0,0,0,0,0,572,203,13,3,791,Rendah,Rendah
15,60,0,1,0,0,0,0,0,546,198,6,2,752,Rendah,Rendah
16,10,0,1,0,0,0,0,0,553,169,4,1,727,Rendah,Rendah
16,20,0,1,0,0,0,0,0,600,217,9,3,829,Rendah,Rendah
16,30,0,1,0,0,0,0,0,589,201,3,4,797,Rendah,Rendah
16,40,0,1,0,0,0,0,0,470,228,10,2,710,Rendah,Sedang
16,50,0,1,0,0,0,0,0,444,179,6,2,631,Rendah,Rendah
16,60,0,1,0,0,0,0,0,498,228,5,2,733,Rendah,Rendah
17,10,0,1,0,0,0,0,0,311,167,4,1,483,Tinggi,Tinggi
17,20,0,1,0,0,0,0,0,337,206,7,2,552,Tinggi,Tinggi
17,30,0,1,0,0,0,0,0,305,160,2,2,469,Sedang,Sedang
17,40,0,1,0,0,0,0,0,145,153,3,4,305,Tinggi,Tinggi
17,50,0,1,0,0,0,0,0,40,138,5,2,185,Sedang,Sedang
17,60,0,1,0,0,0,0,0,9,53,0,0,62,Rendah,Rendah
18,10,0,1,0,0,0,0,0,7,32,0,0,39,Sedang,Sedang
18,20,0,1,0,0,0,0,0,11,31,0,0,42,Sedang,Sedang
18,30,0,1,0,0,0,0,0,18,43,0,0,61,Tinggi,Tinggi
18,40,0,1,0,0,0,0,0,25,50,0,0,75,Rendah,Rendah
18,50,0,1,0,0,0,0,0,15,73,0,0,88,Tinggi,Tinggi
18,60,0,1,0,0,0,0,0,21,82,0,0,103,Tinggi,Tinggi
19,10,0,1,0,0,0,0,0,18,64,0,0,82,Tinggi,Tinggi
19,20,0,1,0,0,0,0,0,15,70,0,0,85,Tinggi,Tinggi
19,30,0,1,0,0,0,0,0,17,64,1,0,82,Sedang,Sedang
19,40,0,1,0,0,0,0,0,27,63,0,0,90,Tinggi,Tinggi
19,50,0,1,0,0,0,0,0,25,89,1,0,115,Tinggi,Tinggi
19,60,0,1,0,0,0,0,0,28,62,0,0,90,Tinggi,Tinggi
6,10,1,0,0,0,0,0,0,167,31,3,0,201,Rendah,Rendah
6,20,1,0,0,0,0,0,0,194,23,1,1,219,Rendah,Rendah
6,30,1,0,0,0,0,0,0,189,35,3,1,228,Rendah,Rendah
6,40,1,0,0,0,0,0,0,217,49,2,2,270,Rendah,Rendah
6,50,1,0,0,0,0,0,0,156,57,4,0,217,Rendah,Rendah
6,60,1,0,0,0,0,0,0,211,48,4,1,264,Rendah,Rendah
7,10,1,0,0,0,0,0,0,247,92,4,2,345,Rendah,Rendah
7,20,1,0,0,0,0,0,0,284,56,7,0,347,Rendah,Rendah
7,30,1,0,0,0,0,0,0,213,53,3,4,273,Rendah,Rendah
7,40,1,0,0,0,0,0,0,208,59,8,0,275,Rendah,Rendah
7,50,1,0,0,0,0,0,0,264,49,6,3,322,Rendah,Rendah
7,60,1,0,0,0,0,0,0,256,64,10,3,333,Rendah,Rendah
8,10,1,0,0,0,0,0,0,279,65,6,2,352,Rendah,Rendah
8,20,1,0,0,0,0,0,0,331,70,5,4,410,Rendah,Rendah
8,30,1,0,0,0,0,0,0,328,75,4,4,411,Rendah,Rendah
8,40,1,0,0,0,0,0,0,328,83,3,0,414,Rendah,Rendah
8,50,1,0,0,0,0,0,0,267,88,3,2,360,Rendah,Rendah
8,60,1,0,0,0,0,0,0,305,80,4,0,389,Rendah,Rendah
15,10,1,0,0,0,0,0,0,333,150,6,0,489,Rendah,Rendah
15,20,1,0,0,0,0,0,0,360,150,6,2,518,Rendah,Rendah
15,30,1,0,0,0,0,0,0,361,176,4,4,545,Rendah,Rendah
15,40,1,0,0,0,0,0,0,442,188,8,2,640,Rendah,Rendah
15,50,1,0,0,0,0,0,0,402,170,2,3,577,Rendah,Rendah
15,60,1,0,0,0,0,0,0,380,158,11,1,550,Rendah,Rendah
16,10,1,0,0,0,0,0,0,415,151,11,1,578,Rendah,Rendah
16,20,1,0,0,0,0,0,0,483,202,6,3,694,Rendah,Rendah
16,30,1,0,0,0,0,0,0,385,147,4,3,539,Rendah,Rendah
16,40,1,0,0,0,0,0,0,477,150,5,1,633,Rendah,Rendah
16,50,1,0,0,0,0,0,0,437,164,8,2,611,Rendah,Sedang
16,60,1,0,0,0,0,0,0,425,208,2,1,636,Rendah,Rendah
17,10,1,0,0,0,0,0,0,324,176,9,2,511,Rendah,Sedang
17,20,1,0,0,0,0,0,0,356,189,6,1,552,Sedang,Sedang
17,30,1,0,0,0,0,0,0,234,104,3,1,342,Rendah,Rendah
17,40,1,0,0,0,0,0,0,121,142,4,0,267,Sedang,Sedang
17,50,1,0,0,0,0,0,0,33,87,1,0,121,Sedang,Sedang
17,60,1,0,0,0,0,0,0,11,43,0,0,54,Rendah,Rendah
18,10,1,0,0,0,0,0,0,10,57,0,0,67,Sedang,Sedang
18,20,1,0,0,0,0,0,0,23,46,1,0,70,Rendah,Rendah
18,30,1,0,0,0,0,0,0,14,51,0,0,65,Rendah,Rendah
18,40,1,0,0,0,0,0,0,14,48,0,0,62,Rendah,Rendah
18,50,1,0,0,0,0,0,0,21,55,0,0,76,Sedang,Sedang
18,60,1,0,0,0,0,0,0,13,68,0,1,82,Rendah,Rendah
19,10,1,0,0,0,0,0,0,21,74,1,0,96,Tinggi,Tinggi
19,20,1,0,0,0,0,0,0,27,72,1,0,100,Sedang,Sedang
19,30,1,0,0,0,0,0,0,19,67,0,0,86,Tinggi,Tinggi
19,40,1,0,0,0,0,0,0,18,72,0,0,90,Tinggi,Tinggi
19,50,1,0,0,0,0,0,0,24,94,0,0,118,Sedang,Sedang
19,60,1,0,0,0,0,0,0,21,96,0,0,117,Sedang,Sedang
6,10,0,0,0,0,1,0,0,68,31,3,0,102,Rendah,Rendah
6,20,0,0,0,0,1,0,0,98,22,0,0,120,Rendah,Rendah
6,30,0,0,0,0,1,0,0,103,17,3,0,123,Rendah,Rendah
6,40,0,0,0,0,1,0,0,99,18,0,0,117,Rendah,Rendah
6,50,0,0,0,0,1,0,0,124,35,2,1,162,Rendah,Rendah
6,60,0,0,0,0,1,0,0,138,33,2,2,175,Rendah,Rendah
7,10,0,0,0,0,1,0,0,186,40,0,1,227,Rendah,Rendah
7,20,0,0,0,0,1,0,0,204,47,4,0,255,Rendah,Rendah
7,50,0,0,0,0,1,0,0,214,75,4,0,293,Rendah,Rendah
7,60,0,0,0,0,1,0,0,283,88,5,0,376,Rendah,Rendah
8,10,0,0,0,0,1,0,0,268,88,4,1,361,Rendah,Rendah
8,20,0,0,0,0,1,0,0,389,86,6,1,482,Rendah,Rendah
8,30,0,0,0,0,1,0,0,405,110,11,0,526,Sedang,Sedang
8,40,0,0,0,0,1,0,0,435,147,8,1,591,Sedang,Sedang
8,50,0,0,0,0,1,0,0,444,129,2,0,575,Sedang,Sedang
8,60,0,0,0,0,1,0,0,487,144,3,1,635,Sedang,Sedang
15,10,0,0,0,0,1,0,0,412,210,7,0,629,Rendah,Sedang
15,20,0,0,0,0,1,0,0,388,219,7,1,615,Rendah,Sedang
15,30,0,0,0,0,1,0,0,388,189,6,0,583,Rendah,Sedang
15,40,0,0,0,0,1,0,0,420,179,4,1,604,Rendah,Sedang
15,50,0,0,0,0,1,0,0,526,205,13,0,744,Rendah,Sedang
15,60,0,0,0,0,1,0,0,424,205,5,2,636,Rendah,Sedang
16,10,0,0,0,0,1,0,0,401,210,8,2,621,Rendah,Sedang
16,20,0,0,0,0,1,0,0,426,207,9,0,642,Rendah,Sedang
16,30,0,0,0,0,1,0,0,469,236,4,1,710,Rendah,Sedang
16,40,0,0,0,0,1,0,0,404,186,8,1,599,Rendah,Rendah
16,50,0,0,0,0,1,0,0,387,216,3,0,606,Rendah,Sedang
16,60,0,0,0,0,1,0,0,463,230,8,2,703,Rendah,Rendah
17,10,0,0,0,0,1,0,0,342,189,6,0,537,Rendah,Sedang
17,20,0,0,0,0,1,0,0,316,233,8,0,557,Tinggi,Tinggi
17,30,0,0,0,0,1,0,0,274,194,5,0,473,Sedang,Sedang
17,40,0,0,0,0,1,0,0,139,177,1,2,319,Sedang,Sedang
17,50,0,0,0,0,1,0,0,25,147,0,0,172,Sedang,Sedang
17,60,0,0,0,0,1,0,0,13,57,0,0,70,Sedang,Sedang
18,10,0,0,0,0,1,0,0,14,61,1,0,76,Rendah,Rendah
18,20,0,0,0,0,1,0,0,21,61,0,0,82,Sedang,Sedang
18,30,0,0,0,0,1,0,0,15,56,0,0,71,Sedang,Sedang
18,40,0,0,0,0,1,0,0,20,48,1,0,69,Sedang,Sedang
18,50,0,0,0,0,1,0,0,20,88,1,0,109,Tinggi,Tinggi
18,60,0,0,0,0,1,0,0,31,69,0,0,100,Tinggi,Tinggi
19,10,0,0,0,0,1,0,0,11,70,1,0,82,Tinggi,Tinggi
19,20,0,0,0,0,1,0,0,15,66,1,0,82,Tinggi,Tinggi
19,30,0,0,0,0,1,0,0,20,66,0,0,86,Tinggi,Tinggi
19,40,0,0,0,0,1,0,0,20,67,0,0,87,Sedang,Sedang
19,50,0,0,0,0,1,0,0,22,69,1,0,92,Tinggi,Tinggi
19,60,0,0,0,0,1,0,0,30,91,2,0,123,Tinggi,Tinggi
6,10,0,0,1,0,0,0,0,203,54,3,3,263,Rendah,Rendah
6,20,0,0,1,0,0,0,0,312,52,2,2,368,Rendah,Rendah
6,30,0,0,1,0,0,0,0,354,46,2,1,403,Rendah,Rendah
6,40,0,0,1,0,0,0,0,307,71,5,2,385,Rendah,Rendah
6,50,0,0,1,0,0,0,0,294,68,6,1,369,Rendah,Rendah
6,60,0,0,1,0,0,0,0,305,60,2,4,371,Rendah,Rendah
7,10,0,0,1,0,0,0,0,300,58,3,0,361,Rendah,Rendah
7,20,0,0,1,0,0,0,0,351,91,3,0,445,Rendah,Rendah
7,30,0,0,1,0,0,0,0,366,73,8,0,447,Rendah,Rendah
7,40,0,0,1,0,0,0,0,263,77,3,1,344,Rendah,Rendah
7,50,0,0,1,0,0,0,0,263,81,3,2,349,Rendah,Rendah
7,60,0,0,1,0,0,0,0,268,90,3,1,362,Rendah,Rendah
8,10,0,0,1,0,0,0,0,285,103,5,1,394,Rendah,Rendah
8,20,0,0,1,0,0,0,0,415,75,5,2,497,Rendah,Rendah
8,30,0,0,1,0,0,0,0,406,124,3,2,535,Rendah,Rendah
8,40,0,0,1,0,0,0,0,469,104,8,0,581,Rendah,Rendah
8,50,0,0,1,0,0,0,0,435,96,4,1,536,Rendah,Rendah
8,60,0,0,1,0,0,0,0,455,120,7,0,582,Rendah,Rendah
15,10,0,0,1,0,0,0,0,336,166,8,1,511,Sedang,Sedang
15,20,0,0,1,0,0,0,0,426,158,7,1,592,Sedang,Sedang
15,30,0,0,1,0,0,0,0,413,201,5,1,620,Tinggi,Tinggi
15,40,0,0,1,0,0,0,0,299,172,7,2,480,Sedang,Sedang
15,50,0,0,1,0,0,0,0,195,173,2,3,373,Tinggi,Tinggi
15,60,0,0,1,0,0,0,0,54,191,2,0,247,Tinggi,Tinggi
16,10,0,0,1,0,0,0,0,104,181,4,1,290,Tinggi,Tinggi
16,20,0,0,1,0,0,0,0,318,163,2,1,484,Sedang,Sedang
16,30,0,0,1,0,0,0,0,380,156,1,0,537,Tinggi,Tinggi
16,40,0,0,1,0,0,0,0,370,187,3,2,562,Tinggi,Tinggi
16,50,0,0,1,0,0,0,0,129,193,5,3,330,Tinggi,Tinggi
16,60,0,0,1,0,0,0,0,20,132,1,0,153,Tinggi,Tinggi
17,10,0,0,1,0,0,0,0,33,179,4,1,217,Tinggi,Tinggi
17,20,0,0,1,0,0,0,0,75,155,4,1,235,Rendah,Rendah
17,30,0,0,1,0,0,0,0,44,156,5,0,205,Sedang,Sedang
17,40,0,0,1,0,0,0,0,18,133,1,0,152,Sedang,Sedang
17,50,0,0,1,0,0,0,0,11,113,0,0,124,Tinggi,Tinggi
17,60,0,0,1,0,0,0,0,12,60,0,0,72,Sedang,Sedang
18,10,0,0,1,0,0,0,0,11,71,0,0,82,Sedang,Sedang
18,20,0,0,1,0,0,0,0,5,72,1,0,78,Sedang,Sedang
18,30,0,0,1,0,0,0,0,11,68,1,0,80,Sedang,Sedang
18,40,0,0,1,0,0,0,0,14,76,1,0,91,Rendah,Sedang
18,50,0,0,1,0,0,0,0,6,81,1,0,88,Rendah,Sedang
18,60,0,0,1,0,0,0,0,3,74,1,0,78,Tinggi,Tinggi
19,10,0,0,1,0,0,0,0,12,80,0,0,92,Sedang,Sedang
19,20,0,0,1,0,0,0,0,3,62,0,0,65,Tinggi,Tinggi
19,30,0,0,1,0,0,0,0,7,81,2,0,90,Sedang,Sedang
19,40,0,0,1,0,0,0,0,11,80,0,0,91,Sedang,Sedang
19,50,0,0,1,0,0,0,0,8,91,0,0,99,Sedang,Sedang
6,10,0,0,0,0,0,0,1,172,56,4,0,232,Rendah,Rendah
6,20,0,0,0,0,0,0,1,243,46,1,0,290,Rendah,Rendah
6,30,0,0,0,0,0,0,1,271,59,6,0,336,Rendah,Rendah
6,40,0,0,0,0,0,0,1,240,54,4,2,300,Rendah,Rendah
6,50,0,0,0,0,0,0,1,196,52,3,2,253,Rendah,Rendah
6,60,0,0,0,0,0,0,1,234,62,5,1,302,Rendah,Rendah
7,10,0,0,0,0,0,0,1,212,48,5,0,265,Rendah,Rendah
7,20,0,0,0,0,0,0,1,201,66,2,0,269,Rendah,Rendah
7,30,0,0,0,0,0,0,1,221,74,5,0,300,Rendah,Rendah
7,40,0,0,0,0,0,0,1,158,89,4,1,252,Rendah,Rendah
7,50,0,0,0,0,0,0,1,211,103,4,1,319,Rendah,Rendah
7,60,0,0,0,0,0,0,1,236,88,3,0,327,Rendah,Rendah
8,10,0,0,0,0,0,0,1,299,92,8,0,399,Rendah,Rendah
8,20,0,0,0,0,0,0,1,349,97,3,0,449,Rendah,Rendah
8,30,0,0,0,0,0,0,1,381,128,8,1,518,Rendah,Rendah
8,40,0,0,0,0,0,0,1,414,132,10,0,556,Sedang,Sedang
8,50,0,0,0,0,0,0,1,431,116,6,1,554,Sedang,Sedang
8,60,0,0,0,0,0,0,1,446,161,6,2,615,Sedang,Sedang
15,10,0,0,0,0,0,0,1,332,196,12,0,540,Rendah,Rendah
15,20,0,0,0,0,0,0,1,417,209,9,1,636,Rendah,Rendah
15,30,0,0,0,0,0,0,1,435,208,5,1,649,Rendah,Rendah
15,40,0,0,0,0,0,0,1,428,172,6,1,607,Rendah,Rendah
15,50,0,0,0,0,0,0,1,488,203,5,1,697,Rendah,Rendah
15,60,0,0,0,0,0,0,1,468,226,3,1,698,Rendah,Rendah
16,10,0,0,0,0,0,0,1,478,166,9,2,655,Rendah,Rendah
16,20,0,0,0,0,0,0,1,534,205,7,1,747,Rendah,Rendah
16,30,0,0,0,0,0,0,1,570,197,8,0,775,Rendah,Sedang
16,40,0,0,0,0,0,0,1,515,218,2,3,738,Rendah,Sedang
16,50,0,0,0,0,0,0,1,408,188,3,1,600,Rendah,Sedang
16,60,0,0,0,0,0,0,1,514,173,6,0,693,Rendah,Sedang
17,10,0,0,0,0,0,0,1,338,236,12,2,588,Sedang,Sedang
17,20,0,0,0,0,0,0,1,357,208,4,0,569,Sedang,Sedang
17,30,0,0,0,0,0,0,1,290,195,1,2,488,Sedang,Sedang
17,40,0,0,0,0,0,0,1,164,165,4,0,333,Sedang,Sedang
17,50,0,0,0,0,0,0,1,38,149,1,0,188,Rendah,Sedang
17,60,0,0,0,0,0,0,1,13,77,0,0,90,Rendah,Sedang
18,10,0,0,0,0,0,0,1,16,59,0,0,75,Sedang,Sedang
18,20,0,0,0,0,0,0,1,30,79,1,0,110,Rendah,Rendah
18,30,0,0,0,0,0,0,1,13,55,0,0,68,Rendah,Rendah
18,40,0,0,0,0,0,0,1,28,87,1,0,116,Rendah,Sedang
18,50,0,0,0,0,0,0,1,14,53,0,0,67,Rendah,Sedang
18,60,0,0,0,0,0,0,1,17,81,0,0,98,Sedang,Sedang
19,10,0,0,0,0,0,0,1,17,82,1,0,100,Sedang,Sedang
19,20,0,0,0,0,0,0,1,13,77,0,0,90,Sedang,Sedang
19,30,0,0,0,0,0,0,1,18,78,0,0,96,Rendah,Rendah
19,40,0,0,0,0,0,0,1,17,70,1,0,88,Rendah,Sedang
19,50,0,0,0,0,0,0,1,8,63,0,0,71,Rendah,Rendah
19,60,0,0,0,0,0,0,1,22,105,1,0,128,Rendah,Sedang
6,10,0,0,0,0,0,1,0,212,50,4,0,266,Rendah,Rendah
6,20,0,0,0,0,0,1,0,248,51,5,2,306,Rendah,Rendah
6,30,0,0,0,0,0,1,0,248,65,3,2,318,Rendah,Rendah
6,40,0,0,0,0,0,1,0,285,87,6,4,382,Rendah,Rendah
6,50,0,0,0,0,0,1,0,275,52,4,0,331,Rendah,Rendah
6,60,0,0,0,0,0,1,0,306,61,5,0,372,Rendah,Rendah
7,10,0,0,0,0,0,1,0,422,75,8,0,505,Rendah,Rendah
7,20,0,0,0,0,0,1,0,422,84,2,0,508,Rendah,Rendah
7,30,0,0,0,0,0,1,0,415,87,8,1,511,Rendah,Rendah
7,40,0,0,0,0,0,1,0,394,89,6,1,490,Rendah,Rendah
7,50,0,0,0,0,0,1,0,401,85,10,1,497,Rendah,Rendah
7,60,0,0,0,0,0,1,0,404,86,2,2,494,Rendah,Rendah
8,10,0,0,0,0,0,1,0,390,107,6,1,504,Rendah,Rendah
8,20,0,0,0,0,0,1,0,414,110,5,0,529,Rendah,Rendah
8,30,0,0,0,0,0,1,0,403,132,7,1,543,Rendah,Rendah
8,40,0,0,0,0,0,1,0,422,120,4,2,548,Rendah,Rendah
8,50,0,0,0,0,0,1,0,415,118,9,1,543,Rendah,Rendah
8,60,0,0,0,0,0,1,0,444,133,10,2,589,Rendah,Rendah
15,10,0,0,0,0,0,1,0,380,183,14,2,579,Rendah,Sedang
15,20,0,0,0,0,0,1,0,473,201,8,4,686,Rendah,Sedang
15,30,0,0,0,0,0,1,0,541,229,5,3,778,Rendah,Sedang
15,40,0,0,0,0,0,1,0,530,205,6,3,744,Rendah,Sedang
15,50,0,0,0,0,0,1,0,447,221,8,3,679,Rendah,Sedang
15,60,0,0,0,0,0,1,0,536,268,2,5,811,Rendah,Sedang
16,10,0,0,0,0,0,1,0,482,207,7,3,699,Rendah,Sedang
16,20,0,0,0,0,0,1,0,448,199,2,4,653,Rendah,Sedang
16,30,0,0,0,0,0,1,0,564,226,4,1,795,Rendah,Sedang
16,40,0,0,0,0,0,1,0,535,259,9,5,808,Rendah,Sedang
16,50,0,0,0,0,0,1,0,498,234,3,3,738,Rendah,Sedang
16,60,0,0,0,0,0,1,0,509,211,8,0,728,Rendah,Sedang
17,10,0,0,0,0,0,1,0,430,209,8,1,648,Rendah,Sedang
17,20,0,0,0,0,0,1,0,430,206,3,5,644,Rendah,Sedang
17,30,0,0,0,0,0,1,0,231,181,4,1,417,Rendah,Sedang
17,40,0,0,0,0,0,1,0,119,198,1,0,318,Rendah,Sedang
17,50,0,0,0,0,0,1,0,14,108,2,0,124,Rendah,Sedang
17,60,0,0,0,0,0,1,0,12,81,0,0,93,Tinggi,Tinggi
18,10,0,0,0,0,0,1,0,21,68,0,0,89,Sedang,Sedang
18,20,0,0,0,0,0,1,0,10,69,1,0,80,Sedang,Sedang
18,30,0,0,0,0,0,1,0,13,67,0,0,80,Sedang,Sedang
18,40,0,0,0,0,0,1,0,20,76,0,0,96,Sedang,Sedang
18,50,0,0,0,0,0,1,0,23,79,0,0,102,Rendah,Rendah
18,60,0,0,0,0,0,1,0,13,82,0,0,95,Rendah,Rendah
19,10,0,0,0,0,0,1,0,11,59,1,0,71,Rendah,Rendah
19,20,0,0,0,0,0,1,0,11,72,0,0,83,Rendah,Rendah
19,30,0,0,0,0,0,1,0,35,113,0,0,148,Rendah,Rendah
19,40,0,0,0,0,0,1,0,20,87,0,0,107,Rendah,Rendah
19,50,0,0,0,0,0,1,0,22,67,0,0,89,Sedang,Sedang
19,60,0,0,0,0,0,1,0,28,99,1,0,128,Rendah,Rendah
6,10,0,0,0,1,0,0,0,345,74,3,1,423,Rendah,Rendah
6,20,0,0,0,1,0,0,0,428,77,4,1,510,Rendah,Rendah
6,30,0,0,0,1,0,0,0,482,90,10,3,585,Rendah,Rendah
6,40,0,0,0,1,0,0,0,509,83,2,2,596,Rendah,Rendah
6,50,0,0,0,1,0,0,0,528,98,6,2,634,Rendah,Rendah
6,60,0,0,0,1,0,0,0,590,93,6,0,689,Rendah,Rendah
7,10,0,0,0,1,0,0,0,663,101,8,4,776,Rendah,Rendah
7,20,0,0,0,1,0,0,0,720,111,9,2,842,Sedang,Sedang
7,30,0,0,0,1,0,0,0,719,124,8,3,854,Sedang,Sedang
7,40,0,0,0,1,0,0,0,596,138,6,0,740,Sedang,Sedang
7,50,0,0,0,1,0,0,0,657,139,5,3,804,Rendah,Sedang
7,60,0,0,0,1,0,0,0,557,150,3,2,712,Sedang,Sedang
8,10,0,0,0,1,0,0,0,456,123,6,3,588,Sedang,Sedang
8,20,0,0,0,1,0,0,0,475,139,2,0,616,Tinggi,Tinggi
8,30,0,0,0,1,0,0,0,499,118,6,1,624,Sedang,Sedang
8,40,0,0,0,1,0,0,0,479,157,13,2,651,Sedang,Sedang
8,50,0,0,0,1,0,0,0,436,132,3,2,573,Sedang,Sedang
8,60,0,0,0,1,0,0,0,502,145,5,4,656,Sedang,Sedang
15,10,0,0,0,1,0,0,0,586,234,9,4,833,Rendah,Rendah
15,20,0,0,0,1,0,0,0,590,222,9,3,824,Rendah,Rendah
15,30,0,0,0,1,0,0,0,490,233,4,0,727,Rendah,Sedang
15,40,0,0,0,1,0,0,0,601,201,5,2,809,Rendah,Rendah
15,50,0,0,0,1,0,0,0,583,254,11,3,851,Rendah,Sedang
15,60,0,0,0,1,0,0,0,579,219,7,0,805,Rendah,Sedang
16,10,0,0,0,1,0,0,0,653,221,5,2,881,Rendah,Rendah
16,20,0,0,0,1,0,0,0,726,254,15,2,997,Rendah,Rendah
16,30,0,0,0,1,0,0,0,704,245,4,1,954,Rendah,Rendah
16,40,0,0,0,1,0,0,0,733,234,4,2,973,Rendah,Sedang
16,50,0,0,0,1,0,0,0,769,268,4,1,1042,Rendah,Sedang
16,60,0,0,0,1,0,0,0,695,246,4,6,951,Rendah,Sedang
17,10,0,0,0,1,0,0,0,579,230,6,2,817,Rendah,Sedang
17,20,0,0,0,1,0,0,0,631,242,6,1,880,Sedang,Sedang
17,30,0,0,0,1,0,0,0,514,284,4,2,804,Tinggi,Tinggi
17,40,0,0,0,1,0,0,0,300,296,3,2,601,Sedang,Sedang
17,50,0,0,0,1,0,0,0,55,199,0,1,255,Sedang,Sedang
17,60,0,0,0,1,0,0,0,45,133,2,0,180,Sedang,Sedang
18,10,0,0,0,1,0,0,0,18,92,0,0,110,Rendah,Sedang
18,20,0,0,0,1,0,0,0,22,98,1,0,121,Rendah,Sedang
18,30,0,0,0,1,0,0,0,18,80,0,0,98,Sedang,Sedang
18,40,0,0,0,1,0,0,0,26,73,1,0,100,Sedang,Sedang
18,50,0,0,0,1,0,0,0,34,109,0,0,143,Sedang,Sedang
18,60,0,0,0,1,0,0,0,19,79,0,0,98,Sedang,Sedang
19,10,0,0,0,1,0,0,0,10,88,0,0,98,Sedang,Sedang
19,20,0,0,0,1,0,0,0,20,99,1,0,120,Sedang,Sedang
19,30,0,0,0,1,0,0,0,14,65,0,0,79,Rendah,Sedang
19,40,0,0,0,1,0,0,0,18,70,1,0,89,Rendah,Sedang
19,50,0,0,0,1,0,0,0,12,77,0,0,89,Sedang,Sedang
19,60,0,0,0,1,0,0,0,29,77,3,0,109,Rendah,Sedang
6,10,0,1,0,0,0,0,0,291,75,3,2,371,Rendah,Rendah
6,20,0,1,0,0,0,0,0,456,71,8,1,536,Rendah,Rendah
6,30,0,1,0,0,0,0,0,495,87,3,2,587,Rendah,Rendah
6,40,0,1,0,0,0,0,0,459,105,8,1,573,Rendah,Rendah
6,60,0,1,0,0,0,0,0,658,107,11,1,777,Rendah,Sedang
7,10,0,1,0,0,0,0,0,654,119,5,2,780,Rendah,Sedang
7,30,0,1,0,0,0,0,0,839,168,8,2,1017,Rendah,Sedang
7,40,0,1,0,0,0,0,0,668,113,10,2,793,Rendah,Sedang
7,50,0,1,0,0,0,0,0,704,129,7,1,841,Rendah,Sedang
7,60,0,1,0,0,0,0,0,705,148,8,3,864,Rendah,Sedang
8,10,0,1,0,0,0,0,0,528,142,5,0,675,Rendah,Sedang
8,20,0,1,0,0,0,0,0,498,146,6,1,651,Rendah,Sedang
8,30,0,1,0,0,0,0,0,521,128,7,6,662,Rendah,Sedang
8,40,0,1,0,0,0,0,0,545,161,7,4,717,Rendah,Sedang
8,50,0,1,0,0,0,0,0,525,150,10,4,689,Rendah,Sedang
8,60,0,1,0,0,0,0,0,548,154,8,3,713,Rendah,Rendah
15,10,0,1,0,0,0,0,0,525,218,17,0,760,Rendah,Rendah
15,20,0,1,0,0,0,0,0,494,226,7,6,733,Rendah,Rendah
15,30,0,1,0,0,0,0,0,670,232,13,4,919,Rendah,Rendah
15,40,0,1,0,0,0,0,0,679,245,12,5,941,Rendah,Rendah
15,50,0,1,0,0,0,0,0,704,241,5,9,959,Rendah,Rendah
15,60,0,1,0,0,0,0,0,619,222,10,4,855,Rendah,Rendah
16,10,0,1,0,0,0,0,0,715,243,8,10,976,Rendah,Rendah
16,20,0,1,0,0,0,0,0,752,251,3,3,1009,Rendah,Rendah
16,30,0,1,0,0,0,0,0,828,227,6,4,1065,Rendah,Rendah
16,40,0,1,0,0,0,0,0,800,257,5,5,1067,Rendah,Rendah
16,50,0,1,0,0,0,0,0,875,275,7,6,1163,Rendah,Rendah
16,60,0,1,0,0,0,0,0,850,228,7,3,1088,Rendah,Rendah
17,10,0,1,0,0,0,0,0,570,217,4,5,796,Sedang,Sedang
17,20,0,1,0,0,0,0,0,527,268,5,3,803,Sedang,Sedang
17,30,0,1,0,0,0,0,0,147,218,4,1,370,Tinggi,Tinggi
17,40,0,1,0,0,0,0,0,50,203,0,1,254,Tinggi,Tinggi
17,50,0,1,0,0,0,0,0,43,156,1,0,200,Tinggi,Tinggi
17,60,0,1,0,0,0,0,0,44,136,0,0,180,Sedang,Sedang
18,10,0,1,0,0,0,0,0,51,145,2,0,198,Rendah,Sedang
18,20,0,1,0,0,0,0,0,31,114,0,0,145,Sedang,Sedang
18,30,0,1,0,0,0,0,0,20,90,2,0,112,Sedang,Sedang
18,40,0,1,0,0,0,0,0,17,69,0,0,86,Rendah,Sedang
